round,domain,gamma_dist,beta_dist
78,webcam,8.455527131445706e-05,0.005803122650831938
78,dslr,9.681156370788813e-05,0.00794919766485691
79,caltech,0.00010170982568524778,0.0079625453799963
79,amazon,8.810899453237653e-05,0.005871942266821861
79,webcam,8.593930397182703e-05,0.005873537622392178
79,dslr,9.847513865679502e-05,0.008040810003876686
80,caltech,0.00010339668369852006,0.008048838935792446
80,amazon,8.954002987593412e-05,0.005942731164395809
80,webcam,8.732790593057871e-05,0.0059434883296489716
80,dslr,0.00010014421422965825,0.00813181884586811
81,caltech,0.00010508694685995579,0.008134569972753525
81,amazon,9.097479050979018e-05,0.006013033911585808
81,webcam,8.872014586813748e-05,0.0060130394995212555
81,dslr,0.00010181960533373058,0.008222239091992378
82,caltech,0.00010677630780264735,0.008219726383686066
82,amazon,9.241237421520054e-05,0.006082937121391296
82,webcam,9.011573274619877e-05,0.0060822186060249805
82,dslr,0.00010350064258091152,0.008312074467539787
83,caltech,0.00010846988880075514,0.00830407626926899
83,amazon,9.385435259900987e-05,0.0061525460332632065
83,webcam,9.151452104561031e-05,0.006150980480015278
83,dslr,0.00010518688941374421,0.00840132124722004
84,caltech,0.00011016576900146902,0.008387783542275429
84,amazon,9.529961971566081e-05,0.006221771240234375
84,webcam,9.29161615204066e-05,0.006219341419637203
84,dslr,0.00010687834583222866,0.008489983156323433
85,caltech,0.00011186450137756765,0.008470767177641392
85,amazon,9.674808825366199e-05,0.0062906029634177685
85,webcam,9.432111983187497e-05,0.00628726975992322
85,dslr,0.00010857341112568974,0.008578019216656685
86,caltech,0.00011356666800566018,0.008553103543817997
86,amazon,9.820066043175757e-05,0.006359082646667957
86,webcam,9.572991984896362e-05,0.006354843731969595
86,dslr,0.00011027365690097213,0.008665474131703377
87,caltech,0.00011527276365086436,0.00863475538790226
87,amazon,9.965620120055974e-05,0.006427238695323467
87,webcam,9.714227053336799e-05,0.006422056816518307
87,dslr,0.00011197748244740069,0.008752333000302315
88,caltech,0.00011698307935148478,0.008715840056538582
88,amazon,0.00010111459414474666,0.006495026405900717
88,webcam,9.855831740424037e-05,0.006488925777375698
88,dslr,0.00011368555715307593,0.008838634006679058
89,caltech,0.00011869773152284324,0.008796288631856441
89,amazon,0.0001025756646413356,0.006562471389770508
89,webcam,9.997768211178482e-05,0.006555458530783653
89,dslr,0.00011539828847162426,0.00892435573041439
90,caltech,0.00012041450827382505,0.008876075968146324
90,amazon,0.00010403955820947886,0.006629596464335918
90,webcam,0.00010140016092918813,0.006621647626161575
90,dslr,0.00011711555998772383,0.009009523317217827
91,caltech,0.0001221354177687317,0.00895530916750431
91,amazon,0.0001055062166415155,0.006696359254419804
91,webcam,0.00010282528819516301,0.006687527522444725
91,dslr,0.00011883681872859597,0.009094147011637688
92,caltech,0.00012385888840071857,0.009033825248479843
92,amazon,0.00010697581456042826,0.006762832403182983
92,webcam,0.00010425309301353991,0.006753040477633476
92,dslr,0.00012056174455210567,0.009178204461932182
93,caltech,0.00012558288290165365,0.009111819788813591
93,amazon,0.00010844797361642122,0.006828953046351671
93,webcam,0.00010568407014943659,0.006818235851824284
93,dslr,0.0001222890568897128,0.009261722676455975
94,caltech,0.00012730975868180394,0.009189113974571228
94,amazon,0.00010992266470566392,0.006894752383232117
94,webcam,0.00010711743379943073,0.00688305776566267
94,dslr,0.00012402067659422755,0.00934471096843481
95,caltech,0.00012903983588330448,0.009265847504138947
95,amazon,0.00011139849084429443,0.006960268132388592
95,webcam,0.00010855344589799643,0.006947593297809362
95,dslr,0.00012575575965456665,0.009427212178707123
96,caltech,0.00013077311450615525,0.00934204738587141
96,amazon,0.0001128782460000366,0.0070254141464829445
96,webcam,0.00010999341611750424,0.00701181311160326
96,dslr,0.00012749398592859507,0.009509209543466568
97,caltech,0.00013251006021164358,0.009417557157576084
97,amazon,0.0001143594563473016,0.007090289145708084
97,webcam,0.00011143728625029325,0.007075689733028412
97,dslr,0.00012923582107760012,0.009590680710971355
98,caltech,0.0001342486939392984,0.009492438286542892
98,amazon,0.00011584258754737675,0.007154831662774086
98,webcam,0.00011288438690826297,0.007139217108488083
98,dslr,0.00013098030467517674,0.009671609848737717
99,caltech,0.00013598761870525777,0.009566656313836575
99,amazon,0.00011732970597222447,0.007219095714390278
99,webcam,0.00011433390318416059,0.007202415261417627
99,dslr,0.00013272682554088533,0.009751977398991585
